Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
1110000695,100092,Hospital Quironsalud Cáceres,Extremadura,Cáceres,Cáceres,Avenida De La Universidad 5,10004,927181360,25,Hospitales Generales,Privados,,Concierto parcial,SI
1110000696,100106,Clínica Soquimex,Extremadura,Cáceres,Plasencia,Avenida La Salle 22,10600,646542774,15,Hospitales Generales,Privados,,Sin concierto,NO
1110000697,100113,Hospital Parque San Francisco,Extremadura,Cáceres,Cáceres,Ronda De San Francisco 0,10005,927012200,36,Hospitales Generales,Privados,,Concierto parcial,NO
1110001384,100115,Hospital Universitario de Cáceres,Extremadura,Cáceres,Cáceres,Avenida De La Universidad 75,10004,927256364,230,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1215000169,150308,Hestia La Robleda,Galicia,A Coruña,"Pino, O",Lugar Santiso S/N,15821,981585811,96,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
1215000172,150011,Complexo Hospitalario Universitario A Coruña,Galicia,A Coruña,"Coruña, A",Lugar Jubias de Arriba 84,15006,981178000,1365,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1215000173,150050,Centro Oncoloxico de Galicia,Galicia,A Coruña,"Coruña, A",Calle Doctor Camilo Veiras 1,15009,981287499,56,Hospitales especializados,Privados,,Concierto sustitutorio,NO
1215000174,150063,Hospital Quironsalud A Coruña,Galicia,A Coruña,"Coruña, A",Calle Londres 2,15009,981219800,127,Hospitales Generales,Privados,,Sin concierto,NO
1215000175,150079,Hospital San Rafael,Galicia,A Coruña,"Coruña, A",Lugar Jubias de Arriba 82,15006,981179000,120,Hospitales Generales,Privados,,Concierto parcial,NO
1215000176,150354,HM Modelo-Belen,Galicia,A Coruña,"Coruña, A",Calle Virrey Osorio 30,15011,981147300,146,Hospitales Generales,Privados,,Sin concierto,NO
1215000177,150130,Complexo Hospitalario Universitario de Ferrol,Galicia,A Coruña,Ferrol,Avenida Residencia S/N,15405,981334000,469,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1215000178,150177,Hospital Ribera Juan Cardona,Galicia,A Coruña,Ferrol,Calle Pardo Bazán S/N,15406,981312500,150,Hospitales Generales,Privados,,Concierto parcial,NO
1215000179,150200,Complexo Hospitalario Universitario de Santiago,Galicia,A Coruña,Santiago de Compostela,Calle Choupana (Da) S/N,15706,981950000,1511,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1215000181,150365,Hospital HM Rosaleda-HM La Esperanza,Galicia,A Coruña,Santiago de Compostela,Calle Santiago León de Caracas (De) 1,15701,981551200;981551225,119,Hospitales Generales,Privados,,Concierto parcial,NO
1215000182,150336,Hospital Publico Da Barbanza,Galicia,A Coruña,Ribeira,Lugar Salmon S/N,15993,981835985,82,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1215000183,150341,Hospital Publico Virxe Da Xunqueira,Galicia,A Coruña,Cee,Paseo Alcalde Pepe Sánchez 7,15270,981706010,74,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1227000093,270018,Complexo Hospitalario Universitario de Lugo,Galicia,Lugo,Lugo,Calle Ulises Romero 1,27003,982296000,817,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1227000094,270095,Hospital Publico Da Mariña,Galicia,Lugo,Burela,Calle Medico Vior S/N,27880,982589901,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1227000095,270109,Hospital Publico de Monforte,Galicia,Lugo,Monforte de Lemos,Calle Corredoira S/N,27400,982417900,140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1227000096,270057,Hospital Ribera Polusa,Galicia,Lugo,Lugo,Calle Doutor Iglesias Otero S/N,27004,982222854,97,Hospitales Generales,Privados,,Concierto parcial,NO
1227000097,270076,Hospital Quirón Salud Lugo,Galicia,Lugo,Lugo,Calle Montevideo 23,27001,982284040,69,Hospitales Generales,Privados,,Sin concierto,NO
1232000111,320013,Complexo Hospitalario Universitario de Ourense,Galicia,Ourense,Ourense,Calle Ramon Puga 52,32005,988385500,859,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1232000112,320126,Hospital Publico de Valdeorras,Galicia,Ourense,"Barco de Valdeorras, O",Avenida Conde de Fenosa 50,32300,988339000,100,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1232000113,320150,Hospital Publico de Verín,Galicia,Ourense,Verín,Carretera Laza (De) S/N,32600,988413636,98,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1232000114,320087,Centro Medico El Carmen,Galicia,Ourense,Ourense,Avenida Habana (De La) 50,32003,988223400,43,Hospitales Generales,Privados,,Sin concierto,NO
1232000115,320163,Clínica Santa Teresa,Galicia,Ourense,Ourense,Calle Sáenz Diez 11,32003,988371710,49,Hospitales Generales,Privados,,Concierto parcial,NO
1236000115,360182,Hospital Ribera Povisa,Galicia,Pontevedra,Vigo,Calle Salamanca 5,36211,986413144,573,Hospitales Generales,Privados,,Concierto sustitutorio,SI
1236000116,360340,Complexo Hospitalario Universitario de Pontevedra,Galicia,Pontevedra,Pontevedra,Calle Mourente S/N,36071,986800000,584,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1236000117,360059,Grupo Quironsalud Pontevedra,Galicia,Pontevedra,Pontevedra,Calle Fray Juan Navarrete 9,36001,986856800,127,Hospitales Generales,Privados,,Sin concierto,NO
1236000120,360209,Vithas Hospital Nosa Señora de Fátima,Galicia,Pontevedra,Vigo,Calle Vía Norte 48,36206,986821100,200,Hospitales Generales,Privados,,Concierto parcial,NO
1236000122,360268,Hestia San José,Galicia,Pontevedra,Vigo,Calle Tomas A Alonso 89,36208,986235606,48,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1236000123,360255,Centro Medico Pintado,Galicia,Pontevedra,Vigo,Avenida Hispanidade 40,36203,986413300,12,Hospitales Generales,Privados,,Sin concierto,NO
1236000124,360160,"Fremap, Hospital de Vigo",Galicia,Pontevedra,Vigo,Calle Feliciano Rolan 12,36203,986413033,17,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1236000125,360274,Clínica Residencia El Pinar,Galicia,Pontevedra,Vigo,Carretera Vella Madrid 120,36214,986266400,84,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1236000126,360216,Concheiro Centro Medico Quirúrgico,Galicia,Pontevedra,Vigo,Avenida Madrid 4,36204,986413244,40,Hospitales Generales,Privados,,Sin concierto,NO
1236000127,360353,Hospital Publico Do Salnes,Galicia,Pontevedra,Vilagarcía de Arousa,Calle Hospital Do Salnes 30,36619,986568000,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1236000128,360368,Complexo Hospitalario Universitario de Vigo,Galicia,Pontevedra,Vigo,Carretera Clara Campoamor 341,36312,986811111,1261,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000001,280856,Fremap Hospital Majadahonda,Madrid,Madrid,Majadahonda,Carretera M-515 (Pozuelo) 61,28220,917461540,116,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
1328000004,280783,Centro San Juan de Dios Ciempozuelos,Madrid,Madrid,Ciempozuelos,Avenida De San Juan de Dios 1,28350,918930001,434,Otros Centros con Internamiento,Privados,,Concierto parcial,SI
1328000006,280549,Hospital Fuensanta,Madrid,Madrid,Madrid,Calle De Arturo Soria 17,28027,914079295,20,Hospitales Generales,Privados,,Concierto parcial,SI
1328000007,280534,"Clínica La Luz, S.L.",Madrid,Madrid,Madrid,Calle Del Maestro Ángel Llorca 8,28003,915530500,152,Hospitales Generales,Privados,,Sin concierto,NO
1328000008,280604,Hospital Universitario La Zarzuela,Madrid,Madrid,Madrid,Calle De Pléyades 25,28023,915858000,116,Hospitales Generales,Privados,,Sin concierto,SI
1328000009,280421,Hospital Universitario Fundacion Jimenez Diaz,Madrid,Madrid,Madrid,Avenida De Los Reyes Católicos 2,28040,915504800,651,Hospitales Generales,Privados,,Concierto sustitutorio,SI
1328000010,280474,Hospital Nuestra Señora de América,Madrid,Madrid,Madrid,Calle De Arturo Soria 103-105-107,28043,914130061,100,Hospitales Generales,Privados,,Sin concierto,NO
1328000011,280626,Hospital HM Nuevo Belen,Madrid,Madrid,Madrid,Calle De José Silva 7,28043,917444100,60,Hospitales especializados,Privados,,Sin concierto,SI
1328000013,280552,Hospital Ruber Juan Bravo,Madrid,Madrid,Madrid,Calle De Juan Bravo 49,28006,914026100,146,Hospitales Generales,Privados,,Sin concierto,SI
1328000014,280468,Hospital San Camilo,Madrid,Madrid,Madrid,Calle De Juan Bravo 39,28006,914022100,81,Hospitales Generales,Privados,,Concierto parcial,NO
1328000015,280376,"Hospital Viamed Santa Elena, S.L",Madrid,Madrid,Madrid,Calle De Abtao 25,28007,914539400,70,Otros Centros con Internamiento,Privados,,Concierto parcial,SI
1328000016,280164,Hospital Carlos III,Madrid,Madrid,Madrid,Calle De Sinesio Delgado 8-10,28029,914532500,90,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000017,280035,Hospital Universitario 12 de Octubre,Madrid,Madrid,Madrid,Avenida De Córdoba S/N,28041,913908000,1161,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000018,280360,Hospital Beata Maria Ana,Madrid,Madrid,Madrid,Calle Del Doctor Esquerdo 83,28007,914097423,163,Hospitales Generales,Privados,,Concierto parcial,NO
1328000019,280210,Hospital de Cantoblanco,Madrid,Madrid,Madrid,"Carretera De Colmenar Viejo K.14,500",28049,915867575,131,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000020,280148,"Hospital Central de La Cruz Roja, San José y Santa Adela",Madrid,Madrid,Madrid,Avenida De La Reina Victoria 22-26,28003,914538300,156,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000021,280920,Hospital El Escorial,Madrid,Madrid,San Lorenzo de El Escorial,"Carretera De Guadarrama 6,255",28200,918973000,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000022,280761,Hospital de La Fuenfria,Madrid,Madrid,Cercedilla,Carretera De Dehesas S/N,28470,918520300,192,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1328000023,280127,Hospital Universitario de La Princesa,Madrid,Madrid,Madrid,Calle De Diego de León 62,28006,915202200,524,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000024,280344,Hospital de La V.O.T. de San Francisco de Asís,Madrid,Madrid,Madrid,Calle De San Bernabé 13,28005,913657600,74,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1328000025,280954,Hospital Universitario HM Madrid,Madrid,Madrid,Madrid,Plaza Del Conde del Valle de Suchil 16,28015,914476600,99,Hospitales Generales,Privados,,Sin concierto,SI
1328000026,280894,Hospital Universitario de Móstoles,Madrid,Madrid,Móstoles,Calle Rio Júcar S/N,28935,916648600,328,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000027,280246,Hospital General Universitario Gregorio Marañón,Madrid,Madrid,Madrid,Calle Del Doctor Esquerdo 46,28007,915868000,1140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000028,280133,Hospital Infantil Universitario Niño Jesús,Madrid,Madrid,Madrid,Avenida De Menéndez Pelayo 65,28009,915035900,170,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000029,280416,Fundacion Instituto San José,Madrid,Madrid,Madrid,Calle Del Pinar de San José 98,28054,915080140,305,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1328000030,280565,Hospital Ruber Internacional,Madrid,Madrid,Madrid,Calle De La Maso 38,28034,913875000,143,Hospitales Generales,Privados,,Sin concierto,NO
1328000031,280014,Hospital Universitario La Paz,Madrid,Madrid,Madrid,Paseo De La Castellana 261,28046,917277000,966,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000032,280796,Hospital Asepeyo Madrid,Madrid,Madrid,Coslada,Calle De Joaquín de Cárdenas 2,28823,916735011,133,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
1328000033,280800,Hospital Asociado Universitario Guadarrama,Madrid,Madrid,Guadarrama,Paseo Molino del Rey 2,28440,918562000,144,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1328000034,280745,Hospital Universitario Príncipe de Asturias,Madrid,Madrid,Alcalá de Henares,Carretera De Meco S/N,28805,918878100,507,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000035,280936,Hospital Virgen de La Poveda,Madrid,Madrid,Villa del Prado,Carretera M-952 (Acceso Al Hospital) KM.5,28630,918608000,202,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000036,280262,Hospital Psiquiátrico Doctor Rodriguez Lafora,Madrid,Madrid,Madrid,"Carretera De Colmenar Viejo K.13,8",28049,915867500,336,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000037,280777,Complejo Asistencial Benito Menni,Madrid,Madrid,Ciempozuelos,Calle De Los Jardines 1,28350,918930150,344,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
1328000039,280029,Hospital Universitario Ramon y Cajal,Madrid,Madrid,Madrid,Calle De Ayala 38,28001,913368000,886,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000040,280339,Hospital San Rafael,Madrid,Madrid,Madrid,Calle De Serrano 199,28016,915649943,184,Hospitales Generales,Privados,,Concierto parcial,NO
1328000041,280112,Hospital Universitario Santa Cristina,Madrid,Madrid,Madrid,Calle Del Maestro Vives 2,28009,915574300,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1328000042,280838,Hospital Universitario Severo Ochoa,Madrid,Madrid,Leganés,Avenida Orellana S/N,28911,914818000,386,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000043,280072,Hospital Universitario Clínico San Carlos,Madrid,Madrid,Madrid,Calle Del Profesor Martin Lagos S/N,28040,913303000,861,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000044,280091,Hospital Virgen de La Torre,Madrid,Madrid,Madrid,Calle Del Puerto de Lumbreras 5,28031,913315814,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000046,280650,Clínica López Ibor,Madrid,Madrid,Madrid,Calle Del Doctor Juan José López Ibor 2,28035,913162740,67,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000048,280259,Instituto Provincial de Rehabilitación,Madrid,Madrid,Madrid,Calle De Francisco Silvela 40,28028,915868967,96,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000049,280843,Hospital Universitario José Germain,Madrid,Madrid,Leganés,Calle Luna 1,28911,915856500,41,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000050,280409,Clínica Nuestra Señora de La Paz,Madrid,Madrid,Madrid,Calle De López de Hoyos 259,28043,914156000,99,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
1328000051,280395,Clínica San Miguel,Madrid,Madrid,Madrid,Calle De Arturo Soria 204,28043,914135011,145,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
1328000052,280679,"Sanatorio Esquerdo, S.A.",Madrid,Madrid,Madrid,Avenida De Los Poblados 70,28044,917061100,130,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000053,280587,Hospital La Milagrosa S.A.,Madrid,Madrid,Madrid,Calle De Modesto Lafuente 14,28010,914472100,142,Hospitales Generales,Privados,,Sin concierto,SI
1328000054,280647,Clínica Dr. León,Madrid,Madrid,Madrid,Plaza De Mariano de Cavia 3,28007,914332948,96,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000057,280323,Sanatorio Nuestra Señora del Rosario,Madrid,Madrid,Madrid,Calle Del Cardenal Cisneros 7,28010,914359100,99,Hospitales Generales,Privados,,Sin concierto,NO
1328000058,280442,Hospital Virgen del Mar,Madrid,Madrid,Madrid,Calle De Honduras 14,28016,913539500,73,Hospitales Generales,Privados,,Sin concierto,SI
1328000059,280382,Hospital San Francisco de Asís,Madrid,Madrid,Madrid,Calle De Joaquín Costa 28,28002,915630360,168,Hospitales Generales,Privados,,Sin concierto,NO
1328000060,280357,Hospital Quironsalud San José,Madrid,Madrid,Madrid,Calle De Cartagena 111,28002,914153100,84,Hospitales Generales,Privados,,Concierto parcial,NO
1328000061,280455,Hospital Hestia Madrid,Madrid,Madrid,Madrid,Carretera De Colmenar Viejo KM.16,28049,917340500,297,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1328000062,280989,Hospital Universitario de Getafe,Madrid,Madrid,Getafe,"Carretera De Madrid-Toledo KM.12,500",28905,916839360,543,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000063,281034,Clínica Isadora S.A.,Madrid,Madrid,Madrid,Calle De Los Pirineos 7,28040,913111000,20,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1328000064,281049,Hospital Ha Universitario Moncloa,Madrid,Madrid,Madrid,Avenida De Valladolid 83,28008,915954500,235,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
1328000065,281087,Clínica Cemtro,Madrid,Madrid,Madrid,Avenida Del Ventisquero de La Condesa 42,28035,917355757,100,Hospitales Generales,Privados,,Sin concierto,NO
1328000066,281071,Hospital Universitario Fundacion Alcorcón,Madrid,Madrid,Alcorcón,Calle Budapest 1,28922,916219400,401,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000067,281090,Hospital Universitario HM Monteprincipe,Madrid,Madrid,Boadilla del Monte,Avenida De Monteprincipe 25,28660,917089900,170,Hospitales Generales,Privados,,Sin concierto,SI
1328000069,281113,Hospital Md Anderson Cáncer Center Madrid,Madrid,Madrid,Madrid,Calle De Gómez Hemans 2,28033,913834980,99,Hospitales especializados,Privados,,Concierto parcial,NO
1328000070,281124,Hospital Quironsalud Sur,Madrid,Madrid,Alcorcón,Calle De Estambul 30,28922,917810682,81,Hospitales Generales,Privados,,Sin concierto,NO
1328000071,281146,Hospital Universitario de Fuenlabrada,Madrid,Madrid,Fuenlabrada,Camino Del Molino 2,28942,916006000,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000072,281157,Hospital Universitario HM Torrelodones,Madrid,Madrid,Torrelodones,Avenida Castillo de Olivares S/N,28250,912675000,86,Hospitales Generales,Privados,,Sin concierto,SI
1328000073,281180,Hospital Los Madroños,Madrid,Madrid,Brunete,"Carretera De M-501 (De Alcorcón A Plasencia) KM.17,900",28690,918163526,53,Hospitales Generales,Privados,,Sin concierto,NO
1328000074,281179,Hospital Universitario La Moraleja,Madrid,Madrid,Madrid,Avenida De Francisco Pi y Margall 81,28050,913244805,121,Hospitales Generales,Privados,,Sin concierto,NO
1328000076,281203,Hospital Universitario Quironsalud Madrid,Madrid,Madrid,Pozuelo de Alarcón,Calle Diego de Velázquez 1,28223,917992380,278,Hospitales Generales,Privados,,Sin concierto,SI
1328000077,281247,Hospital Pardo de Aravaca,Madrid,Madrid,Madrid,Calle De La Salle 12,28023,917402682,88,Hospitales Generales,Privados,,Concierto parcial,SI
1328000078,281225,Hospital Universitario HM Sanchinarro,Madrid,Madrid,Madrid,Calle De Oña 10,28050,917567800,198,Hospitales Generales,Privados,,Sin concierto,SI
1328000079,281214,Hospital Centro de Cuidados Laguna,Madrid,Madrid,Madrid,Calle Del Concejal Francisco José Jimenez Martin 128,28047,914010708,36,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1328000080,281236,Hospital Universitario Infanta Elena,Madrid,Madrid,Valdemoro,Avenida Reyes Católicos 21,28342,918948410,186,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto sustitutorio,SI
1328000081,281269,Hospital Universitario del Henares,Madrid,Madrid,Coslada,Avenida De Marie Curie S/N,28822,911912000,249,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000082,281258,Hospital Universitario Infanta Sofia,Madrid,Madrid,San Sebastián de los Reyes,Paseo Europa 34,28702,911914000,276,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000083,281304,Hospital Universitario Infanta Cristina,Madrid,Madrid,Parla,Avenida 9 de Junio 2,28981,911913000,188,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000084,281292,Hospital Universitario del Tajo,Madrid,Madrid,Aranjuez,Avenida Amazonas Central S/N,28300,918014100,102,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000085,281281,Hospital Universitario del Sureste,Madrid,Madrid,Arganda del Rey,Ronda Del Sur 10,28500,918394000,132,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000086,281270,Hospital Universitario Infanta Leonor,Madrid,Madrid,Madrid,Avenida De La Gran Vía del Este 80,28031,911918000,269,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000087,281315,Hospital Universitario Puerta de Hierro Majadahonda,Madrid,Madrid,Majadahonda,Calle Manuel de Falla 1,28222,911916000,613,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000088,281326,Casta Guadarrama,Madrid,Madrid,Guadarrama,"Carretera De La Coruña KM.50,300",28440,915949500,157,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1328000089,281337,Hospital Universitario de Torrejón,Madrid,Madrid,Torrejón de Ardoz,Calle Mateo Inurria 1,28850,000000000,250,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000090,281348,ID Dalud Móstoles Sa,Madrid,Madrid,Móstoles,Calle Gladiolo S/N,28933,913702929,362,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto sustitutorio,SI
1328016665,281359,Hospital General de Villalba,Madrid,Madrid,Collado Villalba,"Carretera De Alpedrete M-608, KM. 41",28400,913702929,217,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto sustitutorio,SI
1328016888,281360,Hospital Universitario HM Puerta del Sur,Madrid,Madrid,Móstoles,Avenida De Carlos V 70,28938,000000000,182,Hospitales Generales,Privados,,Sin concierto,SI
1328019438,280724,Hospital Central de La Defensa Gómez Ulla,Madrid,Madrid,Madrid,Glorieta Del Ejercito S/N,28047,914222000,475,Hospitales Generales,Ministerio de Defensa,,Sin concierto,SI
1328020032,281393,Clínica Universidad de Navarra,Madrid,Madrid,Madrid,Calle Del Marquesado de Santa Marta 1,28022,000000000,72,Hospitales Generales,Privados,,Sin concierto,NO
1328020932,281371,Hospital HM Valles,Madrid,Madrid,Alcalá de Henares,Calle Santiago 14,28801,918883262,20,Otros Centros con Internamiento,Privados,,Concierto parcial,SI
1328020933,281438,Hospital Universitario José Germain,Madrid,Madrid,Leganés,Calle Aragón 17,28913,000000000,134,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328021504,281383,"Fraternidad Muprespa, Mutua Colaboradora Con La Seguridad Social Nº 275",Madrid,Madrid,Madrid,Paseo De La Habana 83,28036,000000000,50,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
1328023076,281445,Servicio Madrileño de Salud,Madrid,Madrid,Madrid,Avenida De Manuel Fraga Iribarne 2,28055,913702929,102,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1328023818,281456,Hospital Quirón Salud Valle del Henares,Madrid,Madrid,Torrejón de Ardoz,Avenida Constitución 249,28850,000000000,79,Hospitales Generales,Privados,,Sin concierto,NO
1328026468,281467,"HM Hospitales 1.989, S.A.",Madrid,Madrid,Rivas-Vaciamadrid,Avenida De José Hierro 94,28521,000000000,51,Hospitales Generales,Privados,,Sin concierto,SI
1328026683,281478,Alm Univass S.L.,Madrid,Madrid,Madrid,Calle De Las Cerilleras 7,28054,000000000,39,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1328030390,281491,"HM Hospitales 1989, S.A.",Madrid,Madrid,Madrid,Calle De Cobos de Segovia 4,28005,914444244,90,Hospitales Generales,Privados,,Sin concierto,NO
1430000001,300177,Hospital Ntra. Sra. del Perpetuo Socorro,Región de Murcia,Murcia,Cartagena,Calle Sebastián Feringan 12,30205,968510500,205,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000002,300294,Ribera Hospital de Molina,Región de Murcia,Murcia,Molina de Segura,Calle Asociación S/N,30500,968644030,83,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000003,300085,Hospital Mesa del Castillo,Región de Murcia,Murcia,Murcia,Ronda Sur 20,30010,968246116,76,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000004,300317,Clínica San Felipe,Región de Murcia,Murcia,Murcia,Finca El Mayayo 16,30120,968889096,62,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
1430000005,300026,Hospital General Universitario Reina Sofia,Región de Murcia,Murcia,Murcia,Avenida Intendente Jorge Palacios 1,30003,968359000,346,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000007,300339,Hospital de Cuidados Medios Villademar,Región de Murcia,Murcia,San Pedro del Pinatar,Avenida Concejal Mariano Henarejos 13,30740,968187346,99,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430000036,300362,Hospital General Universitario Santa Lucia,Región de Murcia,Murcia,Cartagena,Calle Mezquita (Paraje Los Arcos) S/N,30202,968128600,667,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1430000047,300222,Hospital General Universitario Los Arcos del Mar Menor,Región de Murcia,Murcia,San Javier,Paraje Torre Octavio S/N,30739,968565000,255,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
