nombre,localidad,provincia,longitud,latitud
Maruanas,Maruanas,Córdoba,-4.469868290337747,37.9353683390841
Torre de Benagalbón,Torre de Benagalbón,Málaga,-4.241976720684295,36.712596404525165
Estación de Espeluy,Estación de Espeluy,Jaén,-3.8376770327651344,38.01182999662693
Rosal de la Frontera,Rosal de la Frontera,Huelva,-7.221009246850284,37.96763842674376
Peñaflor,Peñaflor,Sevilla,-5.34189858244737,37.70791040001058
Villanueva de los Castillejos,Villanueva de los Castillejos,Huelva,-7.2684712075051,37.501656022081825
Las Lagunillas,Las Lagunillas,Córdoba,-4.248921460404005,37.355953742833904
Levante Sur Dr. Manuel Barragán Solís,Córdoba,Córdoba,-4.765305453359024,37.892480242545034
Rodríguez Arias,San Fernando,Cádiz,-6.199226002805238,36.461670312464726
Cueva de la Mora,Cueva de la Mora,Huelva,-6.802878651336793,37.77956124306546
Yunquera,Yunquera,Málaga,-4.918394446469463,36.7341358613043
Oria,Oria,Almería,-2.2951197984719607,37.48536071528073
Pueblo Blanco,Pueblo Blanco,Almería,-2.133628803033232,36.91047526850728
Los Marines,Los Marines,Huelva,-6.623061530130154,37.90224588938031
Puebla de Vícar,Puebla de Vícar,Almería,-2.6467653091432655,36.799433619247345
Chirivel,Chirivel,Almería,-2.2678247225016266,37.594502983459506
Azuel,Azuel,Córdoba,-4.329435233042546,38.32500079736496
Tocina,Tocina,Sevilla,-5.733230146018512,37.609954457785136
Casa del Mar Almería,Almería,Almería,-2.4801546582483813,36.83734253642317
Belalcázar,Belalcázar,Córdoba,-5.168318000045777,38.574541999851185
Los Barrios Este,Los Barrios,Cádiz,-5.4812289782271035,36.17996671607052
Virgen de la Capilla,Jaén,Jaén,-3.7894638446581768,37.7711601194376
Nerva,Nerva,Huelva,-6.541099746020368,37.69248400643407
El Palmar,El Palmar,Cádiz,-6.071276304939632,36.23249437155604
Almonaster la Real,Almonaster la Real,Huelva,-6.786037472825742,37.87239476388232
Cojáyar,Cojáyar,Granada,-3.0977256794282146,36.90745631548369
Santa Fe,Santa Fe,Granada,-3.7203932213309856,37.185547942981934
